#FILE:                       ,Char_NF_reground_2_11_10.dsu  ,,,,,,,,,,,
#FORMAT:                     ,NETZSCH5                      ,,,,,,,,,,,
#IDENTITY:                   ,Char NF                       ,,,,,,,,,,,
#DECIMAL:                    ,POINT                         ,,,,,,,,,,,
#SEPARATOR:                  ,COMMA                         ,,,,,,,,,,,
#MTYPE:                      ,DTA                           ,,,,,,,,,,,
#MSUBTYPE:                   ,                              ,,,,,,,,,,,
#INSTRUMENT:                 ,NETZSCH STA 449 C             ,,,,,,,,,,,
#PROJECT:                    ,Torrefaction                  ,,,,,,,,,,,
#DATE/TIME:                  ,02/11/2010 12:33,,,,,,,,,,,
#CORR. FILE:                 ,buoyancy_drying_13_10_10.bsu  ,,,,,,,,,,,
#LABORATORY:                 ,Sustainable Research Energ    ,,,,,,,,,,,
#OPERATOR:                   ,A Saddawi                     ,,,,,,,,,,,
#REMARK:                     ,                              ,,,,,,,,,,,
#SAMPLE:                     ,nonisoth oxid with init drying,,,,,,,,,,,
#SAMPLE MASS /mg:            ,9.98,,,,,,,,,,,
#MATERIAL:                   ,char                          ,,,,,,,,,,,
#REFERENCE:                  ,Alumina                       ,,,,,,,,,,,
#REFERENCE MASS /mg:         ,0,,,,,,,,,,,
#TYPE OF CRUCIBLE:           ,DTA/TG crucible Al2O3         ,,,,,,,,,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,,,,,,,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,,,,,,,,,
#CORR. CODE:                 ,20,,,,,,,,,,,
#EXO:                        ,-1,,,,,,,,,,,
#RANGE:                      ,30.0....900.0/0.0....10.0K/min,,,,,,,,,,,
#SEGMENT:                    ,S1-4/4                        ,,,,,,,,,,,
,,,,,,,,,,,,
##Temp./øC,Time/min,DTA/(mW/mg),Mass/%,DTG/(%/min),Sensit./(æV/mW),Segment,,,,,,
170.797,34.12,-3.12136,98.98798,-3.23E-02,0.16324,4,,,,,,
170.903,34.13,-3.13018,98.98798,-3.04E-02,0.1633,4,,,,,,
171.007,34.14,-3.12446,98.98697,-2.80E-02,0.16335,4,,,,,,
171.123,34.15,-3.13305,98.98697,-2.67E-02,0.16343,4,,,,,,
171.239,34.16,-3.13406,98.98697,-2.67E-02,0.16349,4,,,,,,
171.339,34.17,-3.12988,98.98697,-2.80E-02,0.16355,4,,,,,,
171.446,34.18,-3.13863,98.98597,-3.04E-02,0.16361,4,,,,,,
171.55299,34.19,-3.13667,98.98597,-3.23E-02,0.16368,4,,,,,,
171.66299,34.2,-3.1408,98.98597,-3.29E-02,0.16374,4,,,,,,
171.772,34.21,-3.1434,98.98497,-3.29E-02,0.16381,4,,,,,,
171.87601,34.22,-3.13918,98.98497,-3.23E-02,0.16387,4,,,,,,
171.98399,34.23,-3.14791,98.98497,-3.04E-02,0.16393,4,,,,,,
172.092,34.24,-3.14746,98.98397,-2.80E-02,0.16399,4,,,,,,
172.19701,34.25,-3.14476,98.98397,-2.63E-02,0.16405,4,,,,,,
172.313,34.26,-3.14575,98.98397,-2.54E-02,0.16412,4,,,,,,
172.41499,34.27,-3.15377,98.98397,-2.51E-02,0.16418,4,,,,,,
172.53,34.28,-3.15553,98.98297,-2.51E-02,0.16425,4,,,,,,
172.634,34.29,-3.15741,98.98297,-2.54E-02,0.16431,4,,,,,,
172.741,34.3,-3.16002,98.98297,-2.67E-02,0.16437,4,,,,,,
172.84599,34.31,-3.16341,98.98297,-2.97E-02,0.16443,4,,,,,,
172.955,34.32,-3.16295,98.98196,-3.50E-02,0.1645,4,,,,,,
173.06,34.33,-3.16254,98.98196,-4.18E-02,0.16456,4,,,,,,
173.177,34.34,-3.16655,98.98196,-4.84E-02,0.16462,4,,,,,,
173.274,34.35,-3.16698,98.98096,-5.34E-02,0.16468,4,,,,,,
173.39799,34.36,-3.17167,98.97996,-5.57E-02,0.16475,4,,,,,,
173.493,34.37,-3.17745,98.97996,-5.50E-02,0.16481,4,,,,,,
173.59399,34.38,-3.17555,98.97896,-5.26E-02,0.16487,4,,,,,,
173.69,34.39,-3.17827,98.97896,-5.01E-02,0.16492,4,,,,,,
173.806,34.4,-3.17779,98.97796,-4.72E-02,0.16499,4,,,,,,
173.92101,34.41,-3.17871,98.97796,-4.39E-02,0.16506,4,,,,,,
174.017,34.42,-3.18369,98.97695,-4.12E-02,0.16512,4,,,,,,
174.12399,34.43,-3.18325,98.97695,-3.98E-02,0.16518,4,,,,,,
174.241,34.44,-3.18345,98.97695,-3.99E-02,0.16525,4,,,,,,
174.345,34.45,-3.18834,98.97595,-4.06E-02,0.16531,4,,,,,,
174.44701,34.46,-3.18492,98.97595,-4.06E-02,0.16537,4,,,,,,
174.56,34.47,-3.19349,98.97495,-3.99E-02,0.16543,4,,,,,,
174.67101,34.48,-3.19602,98.97495,-3.93E-02,0.1655,4,,,,,,
174.782,34.49,-3.19629,98.97495,-3.95E-02,0.16556,4,,,,,,
174.87601,34.5,-3.19976,98.97395,-3.93E-02,0.16562,4,,,,,,
174.995,34.51,-3.19691,98.97395,-3.73E-02,0.16569,4,,,,,,
175.095,34.52,-3.20183,98.97295,-3.37E-02,0.16574,4,,,,,,
175.203,34.53,-3.20215,98.97295,-3.13E-02,0.16581,4,,,,,,
175.311,34.54,-3.20468,98.97295,-3.29E-02,0.16587,4,,,,,,
175.41701,34.55,-3.21178,98.97295,-3.96E-02,0.16593,4,,,,,,
175.534,34.56,-3.20971,98.97194,-5.01E-02,0.166,4,,,,,,
175.629,34.57,-3.20713,98.97194,-6.06E-02,0.16606,4,,,,,,
175.739,34.58,-3.21041,98.97094,-6.69E-02,0.16612,4,,,,,,
175.84599,34.59,-3.2092,98.96994,-6.72E-02,0.16618,4,,,,,,
175.953,34.6,-3.21553,98.96894,-6.23E-02,0.16625,4,,,,,,
176.06799,34.61,-3.221,98.96894,-5.47E-02,0.16631,4,,,,,,
176.16299,34.62,-3.22219,98.96794,-4.91E-02,0.16637,4,,,,,,
176.27499,34.63,-3.22393,98.96794,-4.80E-02,0.16643,4,,,,,,
176.388,34.64,-3.2219,98.96794,-5.01E-02,0.1665,4,,,,,,
176.485,34.65,-3.22381,98.96693,-5.26E-02,0.16656,4,,,,,,
176.588,34.66,-3.22716,98.96593,-5.24E-02,0.16662,4,,,,,,
176.707,34.67,-3.22739,98.96593,-4.88E-02,0.16668,4,,,,,,
176.80099,34.68,-3.23002,98.96493,-4.41E-02,0.16674,4,,,,,,
176.916,34.69,-3.23471,98.96493,-4.10E-02,0.16681,4,,,,,,
177.02699,34.7,-3.2387,98.96493,-4.03E-02,0.16687,4,,,,,,
177.133,34.71,-3.23675,98.96393,-4.06E-02,0.16694,4,,,,,,
177.22301,34.72,-3.24023,98.96393,-4.02E-02,0.16699,4,,,,,,
177.33701,34.73,-3.24794,98.96293,-3.78E-02,0.16706,4,,,,,,
177.44701,34.74,-3.24444,98.96293,-3.31E-02,0.16712,4,,,,,,
177.563,34.75,-3.24462,98.96293,-2.50E-02,0.16719,4,,,,,,
177.66701,34.76,-3.24419,98.96192,-1.30E-02,0.16725,4,,,,,,
177.76601,34.77,-3.24831,98.96192,1.59E-03,0.16731,4,,,,,,
177.873,34.78,-3.25083,98.96192,1.55E-02,0.16737,4,,,,,,
177.97701,34.79,-3.24816,98.96293,2.44E-02,0.16743,4,,,,,,
178.08501,34.8,-3.25067,98.96293,2.66E-02,0.16749,4,,,,,,
178.202,34.81,-3.25385,98.96393,2.38E-02,0.16756,4,,,,,,
178.299,34.82,-3.2602,98.96293,1.79E-02,0.16762,4,,,,,,
178.40199,34.83,-3.25755,98.96393,9.94E-03,0.16768,4,,,,,,
178.517,34.84,-3.26145,98.96393,-6.21E-04,0.16775,4,,,,,,
178.62399,34.85,-3.26247,98.96393,-1.34E-02,0.16781,4,,,,,,
178.731,34.86,-3.26499,98.96393,-2.67E-02,0.16787,4,,,,,,
178.832,34.87,-3.26906,98.96293,-3.76E-02,0.16793,4,,,,,,
178.93201,34.88,-3.2709,98.96293,-4.51E-02,0.16799,4,,,,,,
179.054,34.89,-3.27175,98.96192,-4.96E-02,0.16806,4,,,,,,
179.161,34.9,-3.27575,98.96192,-5.26E-02,0.16812,4,,,,,,
179.25301,34.91,-3.27395,98.96092,-5.50E-02,0.16818,4,,,,,,
179.368,34.92,-3.27711,98.96092,-5.61E-02,0.16824,4,,,,,,
179.47301,34.93,-3.27963,98.95992,-5.55E-02,0.16831,4,,,,,,
179.57001,34.94,-3.28448,98.95892,-5.47E-02,0.16836,4,,,,,,
179.67101,34.95,-3.28333,98.95892,-5.63E-02,0.16842,4,,,,,,
179.78101,34.96,-3.28504,98.95892,-6.17E-02,0.16849,4,,,,,,
179.88699,34.97,-3.28458,98.95792,-7.03E-02,0.16855,4,,,,,,
180.00101,34.98,-3.28552,98.95691,-8.01E-02,0.16861,4,,,,,,
180.10201,34.99,-3.28809,98.95591,-8.81E-02,0.16867,4,,,,,,
180.213,35,-3.28829,98.95591,-9.18E-02,0.16874,4,,,,,,
180.319,35.01,-3.2893,98.95391,-8.90E-02,0.1688,4,,,,,,
180.423,35.02,-3.29183,98.95291,-7.95E-02,0.16886,4,,,,,,
180.51601,35.03,-3.2967,98.9519,-6.62E-02,0.16892,4,,,,,,
180.63,35.04,-3.30132,98.9519,-5.38E-02,0.16898,4,,,,,,
180.745,35.05,-3.30223,98.9519,-4.62E-02,0.16905,4,,,,,,
180.842,35.06,-3.30334,98.9509,-4.27E-02,0.16911,4,,,,,,
180.94299,35.07,-3.30293,98.9509,-4.10E-02,0.16917,4,,,,,,
181.05,35.08,-3.30689,98.9499,-4.00E-02,0.16923,4,,,,,,
181.149,35.09,-3.30575,98.9499,-3.98E-02,0.16929,4,,,,,,
181.259,35.1,-3.30893,98.9499,-4.12E-02,0.16935,4,,,,,,
181.384,35.11,-3.30972,98.9489,-4.39E-02,0.16942,4,,,,,,
181.47301,35.12,-3.31462,98.9489,-4.68E-02,0.16948,4,,,,,,
181.58299,35.13,-3.31853,98.9479,-4.88E-02,0.16954,4,,,,,,
181.688,35.14,-3.31806,98.9479,-4.97E-02,0.1696,4,,,,,,
181.797,35.15,-3.32272,98.94689,-4.96E-02,0.16967,4,,,,,,
181.901,35.16,-3.32523,98.94689,-4.80E-02,0.16973,4,,,,,,
182.00301,35.17,-3.32482,98.94589,-4.38E-02,0.16979,4,,,,,,
182.112,35.18,-3.33017,98.94589,-3.60E-02,0.16985,4,,,,,,
182.216,35.19,-3.33193,98.94489,-2.47E-02,0.16991,4,,,,,,
182.323,35.2,-3.33217,98.94489,-1.28E-02,0.16997,4,,,,,,
182.435,35.21,-3.3353,98.94489,-2.90E-03,0.17004,4,,,,,,
182.53799,35.22,-3.3378,98.94589,4.09E-03,0.1701,4,,,,,,
182.64,35.23,-3.33957,98.94489,7.96E-03,0.17016,4,,,,,,
182.74899,35.24,-3.34126,98.94489,8.64E-03,0.17022,4,,,,,,
182.856,35.25,-3.34518,98.94589,5.69E-03,0.17029,4,,,,,,
182.95399,35.26,-3.34111,98.94589,2.33E-07,0.17034,4,,,,,,
183.073,35.27,-3.3471,98.94589,-5.71E-03,0.17041,4,,,,,,
183.168,35.28,-3.34821,98.94489,-9.04E-03,0.17047,4,,,,,,
183.26601,35.29,-3.34781,98.94489,-9.67E-03,0.17053,4,,,,,,
183.37801,35.3,-3.35166,98.94589,-9.08E-03,0.17059,4,,,,,,
183.483,35.31,-3.35853,98.94489,-8.33E-03,0.17065,4,,,,,,
183.603,35.32,-3.35571,98.94489,-7.69E-03,0.17072,4,,,,,,
183.70399,35.33,-3.36116,98.94489,-7.01E-03,0.17078,4,,,,,,
183.804,35.34,-3.36807,98.94489,-7.49E-03,0.17084,4,,,,,,
183.91299,35.35,-3.36823,98.94489,-1.08E-02,0.17091,4,,,,,,
184.01199,35.36,-3.37075,98.94489,-1.59E-02,0.17096,4,,,,,,
184.125,35.37,-3.37018,98.94489,-2.05E-02,0.17103,4,,,,,,
184.21899,35.38,-3.36763,98.94389,-2.34E-02,0.17109,4,,,,,,
184.327,35.39,-3.37004,98.94389,-2.46E-02,0.17115,4,,,,,,
184.44299,35.4,-3.37529,98.94389,-2.50E-02,0.17122,4,,,,,,
184.54601,35.41,-3.37849,98.94389,-2.51E-02,0.17128,4,,,,,,
184.651,35.42,-3.37947,98.94289,-2.55E-02,0.17134,4,,,,,,
184.75999,35.43,-3.3804,98.94289,-2.67E-02,0.1714,4,,,,,,
184.86301,35.44,-3.38213,98.94289,-2.96E-02,0.17146,4,,,,,,
184.97301,35.45,-3.38159,98.94289,-3.46E-02,0.17153,4,,,,,,
185.07899,35.46,-3.38693,98.94188,-4.02E-02,0.17159,4,,,,,,
185.17799,35.47,-3.38725,98.94188,-4.38E-02,0.17165,4,,,,,,
185.28999,35.48,-3.39106,98.94088,-4.38E-02,0.17171,4,,,,,,
185.39101,35.49,-3.39572,98.94088,-4.02E-02,0.17177,4,,,,,,
185.493,35.5,-3.39964,98.93988,-3.46E-02,0.17183,4,,,,,,
185.60001,35.51,-3.39986,98.93988,-3.04E-02,0.1719,4,,,,,,
185.69901,35.52,-3.40526,98.93988,-2.97E-02,0.17195,4,,,,,,
185.82001,35.53,-3.40531,98.93988,-3.30E-02,0.17202,4,,,,,,
185.916,35.54,-3.40347,98.93888,-3.99E-02,0.17208,4,,,,,,
186.013,35.55,-3.4089,98.93888,-4.73E-02,0.17214,4,,,,,,
186.132,35.56,-3.40897,98.93888,-5.18E-02,0.17221,4,,,,,,
186.235,35.57,-3.41141,98.93687,-5.22E-02,0.17227,4,,,,,,
186.342,35.58,-3.40944,98.93687,-4.90E-02,0.17233,4,,,,,,
186.44,35.59,-3.41702,98.93687,-4.45E-02,0.17239,4,,,,,,
186.55099,35.6,-3.41718,98.93587,-4.25E-02,0.17245,4,,,,,,
186.658,35.61,-3.41086,98.93587,-4.47E-02,0.17252,4,,,,,,
186.754,35.62,-3.41773,98.93587,-4.88E-02,0.17257,4,,,,,,
186.86,35.63,-3.42375,98.93487,-5.18E-02,0.17263,4,,,,,,
186.95799,35.64,-3.42334,98.93387,-5.11E-02,0.17269,4,,,,,,
187.06,35.65,-3.42215,98.93387,-4.55E-02,0.17275,4,,,,,,
187.17599,35.66,-3.4266,98.93287,-3.75E-02,0.17282,4,,,,,,
187.278,35.67,-3.42759,98.93287,-3.08E-02,0.17288,4,,,,,,
187.383,35.68,-3.43434,98.93287,-2.67E-02,0.17294,4,,,,,,
187.493,35.69,-3.43088,98.93287,-2.43E-02,0.17301,4,,,,,,
187.589,35.7,-3.43556,98.93186,-2.22E-02,0.17306,4,,,,,,
187.705,35.71,-3.43788,98.93186,-2.01E-02,0.17313,4,,,,,,
187.80499,35.72,-3.44033,98.93186,-1.94E-02,0.17319,4,,,,,,
187.905,35.73,-3.43989,98.93186,-2.09E-02,0.17324,4,,,,,,
188.011,35.74,-3.44221,98.93186,-2.34E-02,0.17331,4,,,,,,
188.11501,35.75,-3.44389,98.93086,-2.46E-02,0.17337,4,,,,,,
188.211,35.76,-3.44782,98.93086,-2.24E-02,0.17343,4,,,,,,
188.319,35.77,-3.44945,98.93086,-1.74E-02,0.17349,4,,,,,,
188.429,35.78,-3.45033,98.92986,-1.28E-02,0.17356,4,,,,,,
188.522,35.79,-3.44781,98.93086,-9.75E-03,0.17361,4,,,,,,
188.63901,35.8,-3.45221,98.93086,-7.46E-03,0.17368,4,,,,,,
188.75,35.81,-3.45957,98.92986,-5.46E-03,0.17374,4,,,,,,
188.84,35.82,-3.45564,98.92986,-3.53E-03,0.1738,4,,,,,,
