#FILE:                       ,Char_NF_reground_2_11_10.dsu  ,,,,,,,,,,,
#FORMAT:                     ,NETZSCH5                      ,,,,,,,,,,,
#IDENTITY:                   ,Char NF                       ,,,,,,,,,,,
#DECIMAL:                    ,POINT                         ,,,,,,,,,,,
#SEPARATOR:                  ,COMMA                         ,,,,,,,,,,,
#MTYPE:                      ,DTA                           ,,,,,,,,,,,
#MSUBTYPE:                   ,                              ,,,,,,,,,,,
#INSTRUMENT:                 ,NETZSCH STA 449 C             ,,,,,,,,,,,
#PROJECT:                    ,Torrefaction                  ,,,,,,,,,,,
#DATE/TIME:                  ,02/11/2010 12:33,,,,,,,,,,,
#CORR. FILE:                 ,buoyancy_drying_13_10_10.bsu  ,,,,,,,,,,,
#LABORATORY:                 ,Sustainable Research Energ    ,,,,,,,,,,,
#OPERATOR:                   ,A Saddawi                     ,,,,,,,,,,,
#REMARK:                     ,                              ,,,,,,,,,,,
#SAMPLE:                     ,nonisoth oxid with init drying,,,,,,,,,,,
#SAMPLE MASS /mg:            ,9.98,,,,,,,,,,,
#MATERIAL:                   ,char                          ,,,,,,,,,,,
#REFERENCE:                  ,Alumina                       ,,,,,,,,,,,
#REFERENCE MASS /mg:         ,0,,,,,,,,,,,
#TYPE OF CRUCIBLE:           ,DTA/TG crucible Al2O3         ,,,,,,,,,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,,,,,,,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,,,,,,,,,
#CORR. CODE:                 ,20,,,,,,,,,,,
#EXO:                        ,-1,,,,,,,,,,,
#RANGE:                      ,30.0....900.0/0.0....10.0K/min,,,,,,,,,,,
#SEGMENT:                    ,S1-4/4                        ,,,,,,,,,,,
,,,,,,,,,,,,
##Temp./øC,Time/min,DTA/(mW/mg),Mass/%,DTG/(%/min),Sensit./(æV/mW),Segment,,,,,,
358.798,52.83,-9.93716,96.52305,-0.60474,0.26507,4,,,,,,
358.89499,52.84,-9.94082,96.51804,-0.58459,0.26511,4,,,,,,
358.98801,52.85,-9.94831,96.50701,-0.54781,0.26515,4,,,,,,
359.10101,52.86,-9.95502,96.50301,-0.50582,0.2652,4,,,,,,
359.194,52.87,-9.96061,96.501,-0.48129,0.26524,4,,,,,,
359.298,52.88,-9.9717,96.49699,-0.49047,0.26528,4,,,,,,
359.396,52.89,-9.9758,96.49299,-0.52407,0.26532,4,,,,,,
359.496,52.9,-9.98412,96.48798,-0.55585,0.26536,4,,,,,,
359.59601,52.91,-9.99007,96.47595,-0.57137,0.26541,4,,,,,,
359.694,52.92,-9.99842,96.47295,-0.57621,0.26545,4,,,,,,
359.78601,52.93,-10.00497,96.46994,-0.58045,0.26549,4,,,,,,
359.89899,52.94,-10.01025,96.46493,-0.58938,0.26553,4,,,,,,
359.98901,52.95,-10.01447,96.45391,-0.5996,0.26557,4,,,,,,
360.09399,52.96,-10.02458,96.4499,-0.60435,0.26562,4,,,,,,
360.18701,52.97,-10.03064,96.44489,-0.60299,0.26566,4,,,,,,
360.289,52.98,-10.03986,96.43988,-0.59869,0.2657,4,,,,,,
360.38501,52.99,-10.04493,96.42986,-0.59541,0.26574,4,,,,,,
360.48599,53,-10.05085,96.42585,-0.59693,0.26578,4,,,,,,
360.59,53.01,-10.05956,96.42184,-0.6033,0.26583,4,,,,,,
360.68301,53.02,-10.06326,96.41683,-0.61063,0.26587,4,,,,,,
360.77499,53.03,-10.07168,96.40481,-0.61492,0.2659,4,,,,,,
360.89301,53.04,-10.08016,96.4018,-0.61591,0.26595,4,,,,,,
360.979,53.05,-10.08821,96.39679,-0.61583,0.26599,4,,,,,,
361.08899,53.06,-10.09822,96.39178,-0.61632,0.26604,4,,,,,,
361.177,53.07,-10.10246,96.38076,-0.61754,0.26607,4,,,,,,
361.27701,53.08,-10.11028,96.37675,-0.61883,0.26612,4,,,,,,
361.37399,53.09,-10.11297,96.37275,-0.61976,0.26616,4,,,,,,
361.48099,53.1,-10.12302,96.36673,-0.61749,0.2662,4,,,,,,
361.57999,53.11,-10.12944,96.35571,-0.60996,0.26624,4,,,,,,
361.68201,53.12,-10.13581,96.3517,-0.59972,0.26629,4,,,,,,
361.776,53.13,-10.14418,96.3477,-0.59017,0.26633,4,,,,,,
361.88101,53.14,-10.15285,96.34369,-0.58203,0.26637,4,,,,,,
361.974,53.15,-10.16077,96.33166,-0.57483,0.26641,4,,,,,,
362.077,53.16,-10.1657,96.32866,-0.57219,0.26645,4,,,,,,
362.18301,53.17,-10.17059,96.32465,-0.58106,0.2665,4,,,,,,
362.27802,53.18,-10.18082,96.32064,-0.60546,0.26654,4,,,,,,
362.36801,53.19,-10.18455,96.31062,-0.63576,0.26657,4,,,,,,
362.478,53.2,-10.19219,96.30661,-0.65181,0.26662,4,,,,,,
362.57401,53.21,-10.19958,96.2976,-0.64254,0.26666,4,,,,,,
362.67999,53.22,-10.20587,96.29058,-0.61379,0.2667,4,,,,,,
362.77399,53.23,-10.21329,96.28457,-0.58419,0.26674,4,,,,,,
362.866,53.24,-10.21887,96.28056,-0.5752,0.26678,4,,,,,,
362.97198,53.25,-10.2275,96.27655,-0.59534,0.26683,4,,,,,,
363.07599,53.26,-10.23288,96.27154,-0.6319,0.26687,4,,,,,,
363.16101,53.27,-10.24419,96.26152,-0.66262,0.2669,4,,,,,,
363.27399,53.28,-10.25083,96.25451,-0.67245,0.26695,4,,,,,,
363.36401,53.29,-10.25643,96.2485,-0.65961,0.26699,4,,,,,,
363.461,53.3,-10.25957,96.24148,-0.63662,0.26703,4,,,,,,
363.56,53.31,-10.27112,96.23447,-0.62049,0.26707,4,,,,,,
363.664,53.32,-10.27743,96.23046,-0.61476,0.26711,4,,,,,,
363.755,53.33,-10.28488,96.22645,-0.61267,0.26715,4,,,,,,
363.858,53.34,-10.29214,96.21543,-0.60739,0.26719,4,,,,,,
363.95999,53.35,-10.29848,96.20942,-0.59881,0.26724,4,,,,,,
364.05099,53.36,-10.3078,96.20641,-0.59649,0.26727,4,,,,,,
364.15601,53.37,-10.31362,96.2004,-0.60723,0.26732,4,,,,,,
364.25601,53.38,-10.32139,96.19639,-0.62644,0.26736,4,,,,,,
364.354,53.39,-10.32826,96.18437,-0.64327,0.2674,4,,,,,,
364.45401,53.4,-10.3379,96.18036,-0.65384,0.26744,4,,,,,,
364.556,53.41,-10.34423,96.17535,-0.65825,0.26748,4,,,,,,
364.66,53.42,-10.35193,96.16834,-0.65949,0.26753,4,,,,,,
364.75,53.43,-10.35751,96.15832,-0.66394,0.26756,4,,,,,,
364.85101,53.44,-10.36385,96.15431,-0.6711,0.26761,4,,,,,,
364.94901,53.45,-10.37445,96.1503,-0.67995,0.26765,4,,,,,,
365.047,53.46,-10.38037,96.13928,-0.68679,0.26769,4,,,,,,
365.159,53.47,-10.3884,96.13327,-0.68541,0.26773,4,,,,,,
365.25201,53.48,-10.39487,96.12625,-0.67586,0.26777,4,,,,,,
365.353,53.49,-10.40214,96.11924,-0.66521,0.26781,4,,,,,,
365.44601,53.5,-10.40813,96.11523,-0.6621,0.26785,4,,,,,,
365.55899,53.51,-10.41474,96.10521,-0.66718,0.2679,4,,,,,,
365.647,53.52,-10.42362,96.1022,-0.67845,0.26793,4,,,,,,
365.75101,53.53,-10.4313,96.09218,-0.69221,0.26798,4,,,,,,
365.85199,53.54,-10.44043,96.08717,-0.70117,0.26802,4,,,,,,
365.94299,53.55,-10.44365,96.08016,-0.69772,0.26806,4,,,,,,
366.04199,53.56,-10.45188,96.07114,-0.67876,0.2681,4,,,,,,
366.15302,53.57,-10.45804,96.06313,-0.65463,0.26814,4,,,,,,
366.246,53.58,-10.46543,96.05912,-0.64364,0.26818,4,,,,,,
366.341,53.59,-10.47325,96.05411,-0.65554,0.26822,4,,,,,,
366.44299,53.6,-10.48002,96.0501,-0.68395,0.26826,4,,,,,,
366.54199,53.61,-10.48637,96.03707,-0.71352,0.2683,4,,,,,,
366.63699,53.62,-10.49419,96.03106,-0.73324,0.26834,4,,,,,,
366.73901,53.63,-10.50329,96.02605,-0.74171,0.26838,4,,,,,,
366.84399,53.64,-10.51187,96.01703,-0.74428,0.26842,4,,,,,,
366.93399,53.65,-10.5207,96.00902,-0.74439,0.26846,4,,,,,,
367.04199,53.66,-10.5269,96.002,-0.73911,0.26851,4,,,,,,
367.142,53.67,-10.53416,95.99499,-0.7278,0.26855,4,,,,,,
367.22299,53.68,-10.53846,95.98697,-0.71331,0.26858,4,,,,,,
367.33499,53.69,-10.54646,95.97996,-0.69906,0.26863,4,,,,,,
367.436,53.7,-10.55603,95.97295,-0.68872,0.26867,4,,,,,,
367.53601,53.71,-10.56375,95.96794,-0.68203,0.26871,4,,,,,,
367.63699,53.72,-10.56819,95.95992,-0.67256,0.26875,4,,,,,,
367.74701,53.73,-10.57715,95.95291,-0.65553,0.26879,4,,,,,,
367.83801,53.74,-10.58501,95.94489,-0.63589,0.26883,4,,,,,,
367.93399,53.75,-10.59139,95.93988,-0.62922,0.26887,4,,,,,,
368.02499,53.76,-10.60018,95.93587,-0.65004,0.26891,4,,,,,,
368.13501,53.77,-10.60681,95.92986,-0.69517,0.26895,4,,,,,,
368.23099,53.78,-10.61458,95.92285,-0.74778,0.26899,4,,,,,,
368.33099,53.79,-10.62369,95.91082,-0.78695,0.26903,4,,,,,,
368.427,53.8,-10.62913,95.90581,-0.80062,0.26907,4,,,,,,
368.52399,53.81,-10.63363,95.89579,-0.79017,0.26911,4,,,,,,
368.62701,53.82,-10.64455,95.88778,-0.76463,0.26915,4,,,,,,
368.72501,53.83,-10.65275,95.88076,-0.73596,0.26919,4,,,,,,
368.82501,53.84,-10.65766,95.87275,-0.7125,0.26923,4,,,,,,
368.927,53.85,-10.66486,95.86874,-0.69858,0.26927,4,,,,,,
369.02301,53.86,-10.67635,95.85972,-0.69057,0.26931,4,,,,,,
369.12,53.87,-10.68409,95.85271,-0.68408,0.26935,4,,,,,,
369.211,53.88,-10.69147,95.84569,-0.6764,0.26939,4,,,,,,
369.323,53.89,-10.69572,95.84068,-0.66377,0.26943,4,,,,,,
369.41901,53.9,-10.70301,95.83367,-0.647,0.26947,4,,,,,,
369.52399,53.91,-10.71109,95.82365,-0.63318,0.26951,4,,,,,,
369.62601,53.92,-10.71875,95.82064,-0.63627,0.26955,4,,,,,,
369.72,53.93,-10.72607,95.81563,-0.66291,0.26959,4,,,,,,
369.82401,53.94,-10.73509,95.81162,-0.70438,0.26963,4,,,,,,
369.92099,53.95,-10.74097,95.7986,-0.74144,0.26967,4,,,,,,
370.02399,53.96,-10.74768,95.79158,-0.75826,0.26971,4,,,,,,
370.11801,53.97,-10.75638,95.78457,-0.75518,0.26975,4,,,,,,
370.21799,53.98,-10.76593,95.77755,-0.74377,0.26979,4,,,,,,
370.32501,53.99,-10.77164,95.76954,-0.73456,0.26983,4,,,,,,
370.41199,54,-10.77813,95.76252,-0.72996,0.26987,4,,,,,,
370.51801,54.01,-10.78664,95.75551,-0.72814,0.26991,4,,,,,,
370.61301,54.02,-10.79301,95.7485,-0.72552,0.26995,4,,,,,,
370.71301,54.03,-10.80022,95.74048,-0.72051,0.26999,4,,,,,,
370.82001,54.04,-10.80964,95.73246,-0.71524,0.27003,4,,,,,,
370.90601,54.05,-10.81624,95.72745,-0.71346,0.27007,4,,,,,,
371.01401,54.06,-10.82323,95.71944,-0.71864,0.27011,4,,,,,,
371.11401,54.07,-10.83368,95.71242,-0.73044,0.27015,4,,,,,,
371.20599,54.08,-10.84018,95.70541,-0.74404,0.27019,4,,,,,,
371.30499,54.09,-10.84507,95.69739,-0.7552,0.27023,4,,,,,,
371.40799,54.1,-10.85598,95.68938,-0.7629,0.27027,4,,,,,,
371.51199,54.11,-10.8653,95.68236,-0.76694,0.27031,4,,,,,,
371.604,54.12,-10.87177,95.67435,-0.76929,0.27035,4,,,,,,
371.707,54.13,-10.87804,95.66633,-0.77201,0.27038,4,,,,,,
371.80701,54.14,-10.8857,95.65932,-0.77439,0.27042,4,,,,,,
371.90601,54.15,-10.89521,95.6513,-0.77399,0.27046,4,,,,,,
371.996,54.16,-10.90016,95.64329,-0.76813,0.2705,4,,,,,,
372.09299,54.17,-10.90786,95.63527,-0.75694,0.27054,4,,,,,,
372.19699,54.18,-10.91545,95.62725,-0.74553,0.27058,4,,,,,,
372.29501,54.19,-10.9236,95.62124,-0.74095,0.27062,4,,,,,,
372.396,54.2,-10.9317,95.61423,-0.74645,0.27066,4,,,,,,
372.49701,54.21,-10.94165,95.60621,-0.76118,0.2707,4,,,,,,
372.59299,54.22,-10.9489,95.5982,-0.78098,0.27074,4,,,,,,
372.694,54.23,-10.95653,95.59118,-0.79831,0.27078,4,,,,,,
372.78699,54.24,-10.96475,95.58317,-0.80592,0.27082,4,,,,,,
372.89499,54.25,-10.97135,95.57315,-0.80017,0.27086,4,,,,,,
372.995,54.26,-10.97853,95.56513,-0.78376,0.2709,4,,,,,,
373.08899,54.27,-10.9858,95.55812,-0.76615,0.27094,4,,,,,,
373.181,54.28,-10.99727,95.5511,-0.75758,0.27097,4,,,,,,
373.29501,54.29,-11.00422,95.54409,-0.76115,0.27102,4,,,,,,
373.39401,54.3,-11.01141,95.53607,-0.77161,0.27106,4,,,,,,
373.48801,54.31,-11.021,95.52806,-0.78171,0.27109,4,,,,,,
373.582,54.32,-11.02596,95.52004,-0.78672,0.27113,4,,,,,,
373.68301,54.33,-11.03311,95.51202,-0.78731,0.27117,4,,,,,,
373.78601,54.34,-11.04485,95.50401,-0.78768,0.27121,4,,,,,,
373.88699,54.35,-11.05108,95.49699,-0.79044,0.27125,4,,,,,,
373.992,54.36,-11.06048,95.48898,-0.79654,0.27129,4,,,,,,
374.08701,54.37,-11.06911,95.47996,-0.80618,0.27133,4,,,,,,
374.172,54.38,-11.07283,95.47295,-0.81782,0.27136,4,,,,,,
374.27701,54.39,-11.08176,95.46493,-0.82783,0.2714,4,,,,,,
374.383,54.4,-11.09113,95.45591,-0.83226,0.27145,4,,,,,,
374.47601,54.41,-11.09887,95.44689,-0.82802,0.27148,4,,,,,,
374.58099,54.42,-11.10964,95.43888,-0.81543,0.27152,4,,,,,,
374.67999,54.43,-11.11312,95.43086,-0.80061,0.27156,4,,,,,,
374.77499,54.44,-11.12359,95.42285,-0.79078,0.2716,4,,,,,,
374.87799,54.45,-11.13162,95.41583,-0.79067,0.27164,4,,,,,,
374.97101,54.46,-11.1375,95.40782,-0.80153,0.27168,4,,,,,,
375.078,54.47,-11.14685,95.3998,-0.82134,0.27172,4,,,,,,
375.17499,54.48,-11.15636,95.39178,-0.84562,0.27176,4,,,,,,
375.271,54.49,-11.16311,95.38277,-0.86726,0.27179,4,,,,,,
375.37299,54.5,-11.17069,95.37475,-0.87893,0.27183,4,,,,,,
375.47101,54.51,-11.17787,95.36373,-0.87563,0.27187,4,,,,,,
375.56699,54.52,-11.18693,95.35571,-0.85842,0.27191,4,,,,,,
375.668,54.53,-11.19313,95.34669,-0.83318,0.27195,4,,,,,,
375.76401,54.54,-11.20219,95.33968,-0.80794,0.27199,4,,,,,,
375.87,54.55,-11.21154,95.33066,-0.7906,0.27203,4,,,,,,
375.98001,54.56,-11.21944,95.32365,-0.78483,0.27207,4,,,,,,
376.065,54.57,-11.2305,95.31663,-0.78945,0.2721,4,,,,,,
376.159,54.58,-11.2336,95.30862,-0.79914,0.27214,4,,,,,,
376.26401,54.59,-11.24296,95.2996,-0.80726,0.27218,4,,,,,,
376.367,54.6,-11.25419,95.29158,-0.80912,0.27222,4,,,,,,
376.46799,54.61,-11.25625,95.28357,-0.80444,0.27226,4,,,,,,
376.56601,54.62,-11.26526,95.27555,-0.79626,0.2723,4,,,,,,
376.659,54.63,-11.27664,95.26753,-0.78819,0.27233,4,,,,,,
376.76501,54.64,-11.28276,95.25952,-0.78321,0.27238,4,,,,,,
376.858,54.65,-11.29322,95.2525,-0.78323,0.27241,4,,,,,,
376.961,54.66,-11.30168,95.24449,-0.78862,0.27245,4,,,,,,
377.06699,54.67,-11.30779,95.23647,-0.79841,0.27249,4,,,,,,
377.151,54.68,-11.31518,95.22846,-0.81153,0.27253,4,,,,,,
377.263,54.69,-11.32165,95.22044,-0.82658,0.27257,4,,,,,,
377.354,54.7,-11.3303,95.21242,-0.84137,0.2726,4,,,,,,
377.45401,54.71,-11.33788,95.20341,-0.8533,0.27264,4,,,,,,
377.54999,54.72,-11.34737,95.19439,-0.86011,0.27268,4,,,,,,
377.651,54.73,-11.35723,95.18637,-0.86052,0.27272,4,,,,,,
377.75601,54.74,-11.36473,95.17735,-0.85545,0.27276,4,,,,,,
377.854,54.75,-11.37234,95.16834,-0.84851,0.2728,4,,,,,,
377.953,54.76,-11.37718,95.16032,-0.84485,0.27283,4,,,,,,
378.05301,54.77,-11.38475,95.1523,-0.84866,0.27287,4,,,,,,
378.15302,54.78,-11.396,95.14429,-0.86089,0.27291,4,,,,,,
378.25,54.79,-11.40454,95.13527,-0.87749,0.27295,4,,,,,,
378.34601,54.8,-11.41263,95.12625,-0.8908,0.27299,4,,,,,,
378.44901,54.81,-11.42062,95.11723,-0.89509,0.27302,4,,,,,,
378.548,54.82,-11.42774,95.10721,-0.88882,0.27306,4,,,,,,
378.65701,54.83,-11.43517,95.0992,-0.87364,0.2731,4,,,,,,
378.74701,54.84,-11.44427,95.09018,-0.85441,0.27314,4,,,,,,
378.85199,54.85,-11.4513,95.08116,-0.83743,0.27318,4,,,,,,
378.93701,54.86,-11.45956,95.07415,-0.8258,0.27321,4,,,,,,
379.048,54.87,-11.46832,95.06613,-0.81816,0.27325,4,,,,,,
379.15701,54.88,-11.47803,95.05711,-0.81099,0.2733,4,,,,,,
379.24799,54.89,-11.48757,95.0491,-0.80013,0.27333,4,,,,,,
379.34601,54.9,-11.49562,95.04108,-0.78529,0.27337,4,,,,,,
379.44699,54.91,-11.50133,95.03307,-0.77229,0.27341,4,,,,,,
379.54599,54.92,-11.51027,95.02605,-0.76732,0.27344,4,,,,,,
379.64801,54.93,-11.51688,95.01904,-0.77316,0.27348,4,,,,,,
379.73901,54.94,-11.52412,95.01102,-0.78949,0.27352,4,,,,,,
379.83899,54.95,-11.52984,95.00301,-0.8127,0.27356,4,,,,,,
379.92999,54.96,-11.54303,94.99499,-0.83946,0.27359,4,,,,,,
380.04199,54.97,-11.54902,94.98597,-0.86779,0.27363,4,,,,,,
380.14301,54.98,-11.55426,94.97796,-0.89352,0.27367,4,,,,,,
380.23901,54.99,-11.56828,94.96894,-0.90978,0.27371,4,,,,,,
380.32901,55,-11.57508,94.95792,-0.91177,0.27374,4,,,,,,
380.435,55.01,-11.58527,94.9489,-0.90173,0.27378,4,,,,,,
380.53799,55.02,-11.59368,94.93988,-0.88741,0.27382,4,,,,,,
380.63199,55.03,-11.60361,94.93287,-0.8783,0.27386,4,,,,,,
380.73401,55.04,-11.61066,94.92285,-0.87913,0.2739,4,,,,,,
380.82199,55.05,-11.61931,94.91483,-0.88726,0.27393,4,,,,,,
380.939,55.06,-11.62566,94.90581,-0.89556,0.27397,4,,,,,,
381.02499,55.07,-11.63388,94.89679,-0.89746,0.27401,4,,,,,,
381.129,55.08,-11.64227,94.88677,-0.89202,0.27405,4,,,,,,
381.23199,55.09,-11.65478,94.87776,-0.88553,0.27408,4,,,,,,
381.328,55.1,-11.66238,94.86974,-0.89009,0.27412,4,,,,,,
381.42801,55.11,-11.66854,94.86172,-0.91363,0.27416,4,,,,,,
381.526,55.12,-11.67839,94.85371,-0.95188,0.2742,4,,,,,,
381.62399,55.13,-11.68595,94.84269,-0.98973,0.27423,4,,,,,,
381.72699,55.14,-11.69343,94.83166,-1.01124,0.27427,4,,,,,,
381.827,55.15,-11.70324,94.82064,-1.01065,0.27431,4,,,,,,
381.91599,55.16,-11.71095,94.81062,-0.99358,0.27434,4,,,,,,
382.022,55.17,-11.72111,94.8016,-0.97139,0.27438,4,,,,,,
382.12201,55.18,-11.72636,94.79158,-0.95335,0.27442,4,,,,,,
382.22299,55.19,-11.73569,94.78256,-0.94248,0.27446,4,,,,,,
382.327,55.2,-11.74315,94.77355,-0.93728,0.2745,4,,,,,,
382.42401,55.21,-11.75208,94.76353,-0.93559,0.27453,4,,,,,,
382.52499,55.22,-11.76005,94.75451,-0.93578,0.27457,4,,,,,,
382.62201,55.23,-11.77217,94.74549,-0.9368,0.27461,4,,,,,,
382.724,55.24,-11.77966,94.73547,-0.9393,0.27464,4,,,,,,
382.81799,55.25,-11.78864,94.72645,-0.94314,0.27468,4,,,,,,
382.91501,55.26,-11.7962,94.71743,-0.94564,0.27472,4,,,,,,
383.01999,55.27,-11.80363,94.70741,-0.94453,0.27476,4,,,,,,
383.116,55.28,-11.81349,94.69739,-0.93989,0.27479,4,,,,,,
383.20801,55.29,-11.82035,94.68838,-0.93435,0.27482,4,,,,,,
383.32001,55.3,-11.83346,94.67936,-0.93326,0.27487,4,,,,,,
383.409,55.31,-11.83855,94.67034,-0.93926,0.2749,4,,,,,,
383.50601,55.32,-11.84606,94.66132,-0.94841,0.27493,4,,,,,,
383.60001,55.33,-11.85858,94.6513,-0.95525,0.27497,4,,,,,,
383.707,55.34,-11.86381,94.64028,-0.95752,0.27501,4,,,,,,
383.80099,55.35,-11.8745,94.63226,-0.95767,0.27505,4,,,,,,
383.901,55.36,-11.88246,94.62224,-0.96079,0.27508,4,,,,,,
384.004,55.37,-11.89269,94.61323,-0.97001,0.27512,4,,,,,,
384.099,55.38,-11.90066,94.60321,-0.9836,0.27516,4,,,,,,
384.20001,55.39,-11.91133,94.59319,-0.99743,0.27519,4,,,,,,
384.30301,55.4,-11.92019,94.58317,-1.00834,0.27523,4,,,,,,
384.405,55.41,-11.92541,94.57315,-1.01424,0.27527,4,,,,,,
384.492,55.42,-11.93395,94.56212,-1.01695,0.2753,4,,,,,,
384.608,55.43,-11.94268,94.5521,-1.02002,0.27534,4,,,,,,
384.70801,55.44,-11.95335,94.54309,-1.02218,0.27538,4,,,,,,
384.798,55.45,-11.96133,94.53307,-1.01923,0.27542,4,,,,,,
384.89801,55.46,-11.97246,94.52004,-1.0086,0.27545,4,,,,,,
384.995,55.47,-11.98318,94.51102,-0.99366,0.27549,4,,,,,,
385.09799,55.48,-11.98835,94.502,-0.9831,0.27553,4,,,,,,
385.20499,55.49,-11.99899,94.49299,-0.98417,0.27556,4,,,,,,
385.29999,55.5,-12.00693,94.48297,-0.99699,0.2756,4,,,,,,
385.38699,55.51,-12.01416,94.47194,-1.01491,0.27563,4,,,,,,
385.496,55.52,-12.02605,94.46293,-1.03009,0.27567,4,,,,,,
385.599,55.53,-12.03621,94.4519,-1.03628,0.27571,4,,,,,,
385.689,55.54,-12.04249,94.44088,-1.03186,0.27574,4,,,,,,
385.79501,55.55,-12.05169,94.42986,-1.02085,0.27578,4,,,,,,
385.90302,55.56,-12.06136,94.42084,-1.01172,0.27582,4,,,,,,
385.99301,55.57,-12.06758,94.41082,-1.01259,0.27586,4,,,,,,
386.09799,55.58,-12.07997,94.4018,-1.02333,0.27589,4,,,,,,
386.19299,55.59,-12.0898,94.39078,-1.03554,0.27593,4,,,,,,
386.297,55.6,-12.09494,94.37976,-1.03991,0.27597,4,,,,,,
386.39999,55.61,-12.10055,94.36874,-1.03389,0.276,4,,,,,,
386.49899,55.62,-12.11121,94.35872,-1.02443,0.27604,4,,,,,,
386.59799,55.63,-12.12187,94.3487,-1.02381,0.27608,4,,,,,,
386.70001,55.64,-12.13158,94.33968,-1.03923,0.27611,4,,,,,,
386.79401,55.65,-12.13869,94.32966,-1.06552,0.27615,4,,,,,,
386.896,55.66,-12.14839,94.31864,-1.08865,0.27619,4,,,,,,
386.99399,55.67,-12.15635,94.30561,-1.09473,0.27622,4,,,,,,
387.08401,55.68,-12.16533,94.29459,-1.08055,0.27625,4,,,,,,
387.189,55.69,-12.17271,94.28357,-1.05504,0.27629,4,,,,,,
387.28201,55.7,-12.18573,94.27455,-1.0304,0.27633,4,,,,,,
387.392,55.71,-12.19031,94.26453,-1.01436,0.27637,4,,,,,,
387.48999,55.72,-12.20279,94.25351,-1.00745,0.2764,4,,,,,,
387.59,55.73,-12.21161,94.24449,-1.00507,0.27644,4,,,,,,
387.68201,55.74,-12.21783,94.23447,-1.00163,0.27647,4,,,,,,
387.78699,55.75,-12.23019,94.22345,-0.99598,0.27651,4,,,,,,
387.883,55.76,-12.23635,94.21343,-0.99185,0.27654,4,,,,,,
387.983,55.77,-12.24698,94.20441,-0.99393,0.27658,4,,,,,,
388.07501,55.78,-12.25683,94.19539,-1.00557,0.27661,4,,,,,,
388.17801,55.79,-12.26785,94.18437,-1.0238,0.27665,4,,,,,,
388.272,55.8,-12.27585,94.17435,-1.04066,0.27669,4,,,,,,
388.37799,55.81,-12.28275,94.16333,-1.04992,0.27672,4,,,,,,
388.48199,55.82,-12.29331,94.1523,-1.05028,0.27676,4,,,,,,
388.58301,55.83,-12.3021,94.14228,-1.04607,0.2768,4,,,,,,
388.673,55.84,-12.31061,94.13126,-1.04314,0.27683,4,,,,,,
388.78201,55.85,-12.32198,94.12224,-1.04515,0.27687,4,,,,,,
388.87299,55.86,-12.33274,94.11122,-1.05233,0.2769,4,,,,,,
388.974,55.87,-12.34197,94.1002,-1.0623,0.27694,4,,,,,,
389.069,55.88,-12.3504,94.09018,-1.07215,0.27697,4,,,,,,
389.16901,55.89,-12.3601,94.07916,-1.07955,0.27701,4,,,,,,
389.27301,55.9,-12.36747,94.06814,-1.08408,0.27705,4,,,,,,
389.37201,55.91,-12.37493,94.05711,-1.08669,0.27708,4,,,,,,
389.47601,55.92,-12.38502,94.04609,-1.0899,0.27712,4,,,,,,
389.56299,55.93,-12.39447,94.03607,-1.09516,0.27715,4,,,,,,
389.664,55.94,-12.40324,94.02505,-1.10099,0.27719,4,,,,,,
389.772,55.95,-12.41462,94.01303,-1.10554,0.27722,4,,,,,,
389.87299,55.96,-12.42203,94.002,-1.10734,0.27726,4,,,,,,
389.96799,55.97,-12.4309,93.99198,-1.10663,0.27729,4,,,,,,
390.064,55.98,-12.44156,93.97996,-1.10529,0.27733,4,,,,,,
390.168,55.99,-12.45073,93.96894,-1.10642,0.27737,4,,,,,,
390.26801,56,-12.46132,93.95792,-1.11261,0.2774,4,,,,,,
390.37201,56.01,-12.47139,93.9479,-1.12246,0.27744,4,,,,,,
390.461,56.02,-12.47945,93.93687,-1.1315,0.27747,4,,,,,,
390.56699,56.03,-12.48723,93.92285,-1.13534,0.27751,4,,,,,,
390.66199,56.04,-12.49654,93.91283,-1.13358,0.27754,4,,,,,,
390.76501,56.05,-12.50617,93.9018,-1.12942,0.27758,4,,,,,,
390.87399,56.06,-12.51299,93.89078,-1.12694,0.27762,4,,,,,,
390.95901,56.07,-12.52472,93.87876,-1.12735,0.27765,4,,,,,,
391.06,56.08,-12.53528,93.86774,-1.12922,0.27768,4,,,,,,
391.14499,56.09,-12.54474,93.85671,-1.13176,0.27771,4,,,,,,
391.26001,56.1,-12.55147,93.84569,-1.13287,0.27775,4,,,,,,
391.349,56.11,-12.56492,93.83367,-1.13103,0.27779,4,,,,,,
391.45999,56.12,-12.57487,93.82164,-1.12675,0.27783,4,,,,,,
391.54901,56.13,-12.58336,93.81162,-1.12098,0.27786,4,,,,,,
391.65399,56.14,-12.58979,93.8006,-1.11413,0.27789,4,,,,,,
391.74701,56.15,-12.60182,93.78858,-1.10502,0.27793,4,,,,,,
391.85199,56.16,-12.6078,93.77756,-1.09313,0.27796,4,,,,,,
391.948,56.17,-12.61843,93.76653,-1.08144,0.278,4,,,,,,
392.052,56.18,-12.62938,93.75651,-1.07434,0.27803,4,,,,,,
392.147,56.19,-12.63912,93.74649,-1.07368,0.27807,4,,,,,,
392.25201,56.2,-12.646,93.73447,-1.07766,0.2781,4,,,,,,
