#FILE:                       ,char_NF_23_06_10.dsu            ,,,,
#FORMAT:                     ,NETZSCH5                        ,,,,
#IDENTITY:                   ,char NF                         ,,,,
#DECIMAL:                    ,POINT                           ,,,,
#SEPARATOR:                  ,COMMA                           ,,,,
#MTYPE:                      ,DTA                             ,,,,
#MSUBTYPE:                   ,                                ,,,,
#INSTRUMENT:                 ,NETZSCH STA 449 C               ,,,,
#PROJECT:                    ,Torrefaction                    ,,,,
#DATE/TIME:                  ,23/06/2010 16:36:56             ,,,,
#CORR. FILE:                 ,char_GF_23_06_10.bsu            ,,,,
#LABORATORY:                 ,Sustainable Research Energ      ,,,,
#OPERATOR:                   ,EMF                             ,,,,
#REMARK:                     ,                                ,,,,
#SAMPLE:                     ,nonisoth oxid with init drying  ,,,,
#SAMPLE MASS /mg:            ,10.33,,,,
#MATERIAL:                   ,Alumina                         ,,,,
#REFERENCE:                  ,Alumina                         ,,,,
#REFERENCE MASS /mg:         ,0,,,,
#TYPE OF CRUCIBLE:           ,DTA/TG crucible Al2O3           ,,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,,
#CORR. CODE:                 ,20,,,,
#EXO:                        ,-1,,,,
#RANGE:                      ,30.0....900.0/-20.0....10.0K/min,,,,
#SEGMENT:                    ,S1-5/5                          ,,,,
,,,,,
##Temp./?C,Time/min,DTA/(mW/mg),Mass/%,Sensit./(‘V/mW),Segment
331.42801,135.8075,-0.16951,10.10358,0.25271,5
331.20499,135.82001,-0.16863,10.10358,0.2526,5
330.98401,135.8325,-0.16821,10.10358,0.2525,5
330.771,135.845,-0.16972,10.10261,0.25239,5
330.53299,135.8575,-0.16836,10.10261,0.25228,5
330.33401,135.87,-0.1689,10.10164,0.25218,5
330.11401,135.88251,-0.16897,10.10164,0.25208,5
329.896,135.895,-0.16664,10.10068,0.25198,5
329.66699,135.9075,-0.16767,10.10068,0.25187,5
329.45401,135.92,-0.16582,10.09971,0.25176,5
329.22699,135.9325,-0.16397,10.09874,0.25165,5
328.99799,135.94501,-0.16645,10.09778,0.25154,5
328.79901,135.9575,-0.16891,10.09874,0.25145,5
328.57199,135.97,-0.16514,10.09874,0.25134,5
328.354,135.9825,-0.16617,10.09971,0.25123,5
328.13199,135.995,-0.16479,10.09971,0.25113,5
327.918,136.00751,-0.16583,10.10068,0.25102,5
327.703,136.02,-0.1659,10.10068,0.25092,5
327.48599,136.0325,-0.165,10.10164,0.25082,5
327.25101,136.045,-0.16169,10.10164,0.2507,5
327.04999,136.0575,-0.16321,10.10261,0.25061,5
326.83301,136.07001,-0.16279,10.10164,0.2505,5
326.60699,136.0825,-0.16286,10.10164,0.25039,5
326.39401,136.095,-0.161,10.10165,0.25029,5
326.17401,136.1075,-0.16252,10.10262,0.25018,5
325.97101,136.12,-0.1621,10.10262,0.25008,5
325.73599,136.13251,-0.16072,10.10358,0.24997,5
325.53101,136.145,-0.15933,10.10455,0.24987,5
325.30499,136.1575,-0.16182,10.10552,0.24976,5
325.103,136.17,-0.16043,10.10745,0.24966,5
324.879,136.1825,-0.16147,10.10745,0.24955,5
324.66599,136.19501,-0.15766,10.10842,0.24945,5
324.453,136.2075,-0.15772,10.10939,0.24934,5
324.23901,136.22,-0.1607,10.10842,0.24924,5
324.021,136.2325,-0.16028,10.10842,0.24913,5
323.79999,136.245,-0.1623,10.10842,0.24903,5
323.586,136.25751,-0.16139,10.10842,0.24892,5
323.371,136.27,-0.15903,10.10745,0.24882,5
323.14801,136.2825,-0.15861,10.10745,0.24871,5
322.94601,136.295,-0.15819,10.10745,0.24861,5
322.724,136.3075,-0.15923,10.10648,0.2485,5
322.51999,136.32001,-0.15978,10.10649,0.2484,5
322.29199,136.3325,-0.15888,10.10649,0.24829,5
322.086,136.345,-0.157,10.10649,0.24819,5
321.86301,136.3575,-0.15707,10.10649,0.24808,5
321.659,136.37,-0.16152,10.10745,0.24798,5
321.43201,136.38251,-0.15866,10.10745,0.24786,5
321.22601,136.395,-0.15775,10.10842,0.24776,5
321.01001,136.4075,-0.15782,10.10842,0.24766,5
320.79901,136.42,-0.15984,10.10842,0.24755,5
320.59,136.4325,-0.15649,10.10842,0.24745,5
320.375,136.44501,-0.15411,10.10939,0.24734,5
320.16501,136.4575,-0.15417,10.11132,0.24724,5
319.952,136.47,-0.15473,10.11132,0.24713,5
319.73499,136.4825,-0.15479,10.11229,0.24703,5
319.521,136.495,-0.15486,10.1123,0.24692,5
319.306,136.50751,-0.15542,10.11423,0.24681,5
319.10599,136.52,-0.15548,10.11423,0.24671,5
318.88599,136.5325,-0.15457,10.11423,0.2466,5
318.677,136.545,-0.15365,10.1152,0.2465,5
318.46701,136.5575,-0.15273,10.1152,0.2464,5
318.25101,136.57001,-0.15427,10.1152,0.24629,5
318.039,136.5825,-0.15237,10.1152,0.24618,5
317.83301,136.595,-0.15293,10.11616,0.24608,5
317.617,136.6075,-0.15595,10.11519,0.24597,5
317.41199,136.62,-0.15454,10.11423,0.24587,5
317.19699,136.63251,-0.15214,10.11423,0.24576,5
316.98901,136.645,-0.15368,10.11423,0.24566,5
316.776,136.6575,-0.15424,10.11423,0.24555,5
316.56799,136.67,-0.15579,10.11423,0.24545,5
316.35999,136.6825,-0.15487,10.11423,0.24535,5
316.151,136.69501,-0.15543,10.11326,0.24524,5
315.944,136.7075,-0.15303,10.11423,0.24514,5
315.73199,136.72,-0.15161,10.11423,0.24503,5
315.51401,136.7325,-0.15217,10.11326,0.24492,5
315.32199,136.745,-0.15322,10.11423,0.24482,5
315.10999,136.75751,-0.15082,10.11423,0.24471,5
314.90302,136.77,-0.15187,10.11326,0.24461,5
314.685,136.7825,-0.15045,10.11326,0.2445,5
314.47501,136.795,-0.14705,10.11326,0.2444,5
314.27301,136.8075,-0.1481,10.11326,0.2443,5
314.06299,136.82001,-0.14916,10.11326,0.24419,5
313.86301,136.8325,-0.14922,10.11326,0.24409,5
313.659,136.845,-0.1473,10.11326,0.24399,5
313.44501,136.8575,-0.14836,10.11326,0.24388,5
313.23999,136.87,-0.1509,10.11423,0.24378,5
313.03299,136.88251,-0.15146,10.1152,0.24367,5
312.82599,136.895,-0.14855,10.11616,0.24357,5
312.616,136.9075,-0.14861,10.11616,0.24346,5
312.40601,136.92,-0.14719,10.1181,0.24335,5
312.19699,136.9325,-0.14775,10.12198,0.24325,5
312.00101,136.94501,-0.14582,10.12391,0.24315,5
311.78299,136.9575,-0.14489,10.12778,0.24304,5
311.57401,136.97,-0.14595,10.12972,0.24293,5
311.371,136.9825,-0.1475,10.12972,0.24283,5
311.172,136.995,-0.14657,10.12972,0.24273,5
310.95999,137.00751,-0.14563,10.12972,0.24262,5
310.754,137.02,-0.14769,10.12972,0.24252,5
310.55499,137.0325,-0.14626,10.12778,0.24242,5
310.34299,137.045,-0.14832,10.12584,0.24231,5
310.14301,137.0575,-0.14688,10.12295,0.24221,5
309.93799,137.07001,-0.14845,10.12101,0.2421,5
309.716,137.0825,-0.14702,10.11907,0.24199,5
309.53101,137.095,-0.14607,10.11907,0.24189,5
309.319,137.1075,-0.14914,10.11713,0.24179,5
309.12,137.12,-0.1472,10.11713,0.24168,5
308.91699,137.13251,-0.14476,10.1152,0.24158,5
308.70901,137.145,-0.14483,10.1152,0.24147,5
308.51401,137.1575,-0.14488,10.11423,0.24137,5
308.30701,137.17,-0.14595,10.11326,0.24126,5
308.09799,137.1825,-0.14401,10.11229,0.24116,5
307.90302,137.19501,-0.14407,10.11132,0.24106,5
307.68701,137.2075,-0.14514,10.11035,0.24095,5
307.478,137.22,-0.1457,10.11035,0.24084,5
307.28299,137.2325,-0.14375,10.10939,0.24074,5
307.08401,137.245,-0.14532,10.10746,0.24064,5
306.87601,137.25751,-0.14539,10.10552,0.24053,5
306.668,137.27,-0.14394,10.10552,0.24043,5
306.46799,137.2825,-0.143,10.10358,0.24032,5
306.27899,137.295,-0.14507,10.10164,0.24023,5
306.064,137.3075,-0.14161,10.10068,0.24012,5
305.86899,137.32001,-0.14419,10.09971,0.24002,5
305.66299,137.3325,-0.14375,10.09874,0.23991,5
305.46799,137.345,-0.14432,10.0968,0.23981,5
305.26599,137.3575,-0.14236,10.09486,0.2397,5
305.05701,137.37,-0.14545,10.09294,0.2396,5
304.854,137.38251,-0.14198,10.091,0.23949,5
304.66199,137.395,-0.14356,10.09003,0.23939,5
304.457,137.4075,-0.14362,10.08809,0.23929,5
304.25699,137.42,-0.14368,10.08809,0.23918,5
304.05399,137.4325,-0.14172,10.08712,0.23908,5
303.849,137.44501,-0.1433,10.08712,0.23897,5
303.65302,137.4575,-0.14235,10.08712,0.23887,5
303.452,137.47,-0.1414,10.08809,0.23877,5
303.25,137.4825,-0.14095,10.09003,0.23866,5
303.04001,137.495,-0.14254,10.09293,0.23855,5
302.854,137.50751,-0.14209,10.09487,0.23846,5
302.651,137.52,-0.14063,10.09681,0.23835,5
302.448,137.5325,-0.13714,10.09777,0.23824,5
302.25299,137.545,-0.13974,10.10068,0.23814,5
302.06,137.5575,-0.14081,10.10261,0.23804,5
301.86099,137.57001,-0.13884,10.10358,0.23794,5
301.64999,137.5825,-0.13585,10.10358,0.23783,5
301.45999,137.595,-0.13896,10.10455,0.23773,5
301.259,137.6075,-0.14004,10.10552,0.23762,5
301.06601,137.62,-0.13959,10.10649,0.23752,5
300.862,137.63251,-0.14016,10.10649,0.23742,5
300.66699,137.645,-0.13767,10.10649,0.23732,5
300.461,137.6575,-0.13773,10.10648,0.23721,5
300.26501,137.67,-0.13626,10.10551,0.23711,5
300.06201,137.6825,-0.13684,10.10551,0.237,5
299.86401,137.69501,-0.13689,10.10552,0.2369,5
299.67099,137.7075,-0.13644,10.10649,0.23679,5
299.47198,137.72,-0.13804,10.10746,0.23669,5
299.276,137.7325,-0.13912,10.10746,0.23659,5
299.082,137.745,-0.1402,10.10843,0.23649,5
298.884,137.75751,-0.13668,10.10939,0.23638,5
298.69199,137.77,-0.13828,10.11132,0.23628,5
298.48499,137.7825,-0.1368,10.11326,0.23617,5
298.29901,137.795,-0.13635,10.11423,0.23607,5
298.10199,137.8075,-0.13333,10.11616,0.23597,5
297.91199,137.82001,-0.13646,10.11616,0.23587,5
297.70499,137.8325,-0.13755,10.11616,0.23576,5
297.51501,137.845,-0.1371,10.1181,0.23566,5
297.30801,137.8575,-0.13408,10.1181,0.23555,5
297.116,137.87,-0.13465,10.1181,0.23545,5
296.923,137.88251,-0.13317,10.1181,0.23535,5
296.72501,137.895,-0.13425,10.11713,0.23525,5
296.535,137.9075,-0.13534,10.11713,0.23515,5
296.34201,137.92,-0.13334,10.11616,0.23504,5
296.14099,137.9325,-0.1334,10.11519,0.23494,5
295.95599,137.94501,-0.13397,10.11423,0.23484,5
295.758,137.9575,-0.13609,10.11326,0.23474,5
295.56299,137.97,-0.13512,10.11326,0.23463,5
295.36499,137.9825,-0.1326,10.11229,0.23453,5
295.17099,137.995,-0.13369,10.11036,0.23443,5
294.98099,138.00751,-0.13375,10.10939,0.23432,5
294.784,138.02,-0.13329,10.10842,0.23422,5
294.586,138.0325,-0.13387,10.10842,0.23412,5
294.40302,138.045,-0.13237,10.10745,0.23402,5
294.20801,138.0575,-0.12985,10.10745,0.23391,5
294.004,138.07001,-0.13405,10.10648,0.2338,5
293.811,138.0825,-0.13152,10.10648,0.2337,5
293.62201,138.095,-0.13364,10.10648,0.2336,5
293.42001,138.1075,-0.13163,10.10648,0.2335,5
293.23499,138.12,-0.13324,10.10745,0.2334,5
293.043,138.13251,-0.13175,10.10745,0.2333,5
292.84201,138.145,-0.12921,10.10746,0.23319,5
292.65799,138.1575,-0.12875,10.10843,0.23309,5
292.47601,138.17,-0.13296,10.10843,0.23299,5
292.276,138.1825,-0.1299,10.10939,0.23289,5
292.08099,138.19501,-0.13152,10.11036,0.23278,5
291.88901,138.2075,-0.13157,10.11133,0.23268,5
291.69601,138.22,-0.13215,10.1123,0.23258,5
291.50699,138.2325,-0.13065,10.11423,0.23247,5
291.32401,138.245,-0.1307,10.11423,0.23238,5
291.12,138.25751,-0.12972,10.11423,0.23227,5
290.93399,138.27,-0.13238,10.11326,0.23217,5
290.73499,138.2825,-0.13505,10.11326,0.23207,5
290.54901,138.295,-0.13146,10.11326,0.23197,5
290.35101,138.3075,-0.13047,10.11229,0.23186,5
290.172,138.32001,-0.13053,10.11133,0.23176,5
289.97699,138.3325,-0.13268,10.11133,0.23166,5
289.78201,138.345,-0.13117,10.11133,0.23155,5
289.59201,138.3575,-0.13175,10.11132,0.23145,5
289.39999,138.37,-0.12919,10.11132,0.23135,5
289.20901,138.38251,-0.13187,10.11326,0.23124,5
289.017,138.395,-0.12878,10.11423,0.23114,5
288.82901,138.4075,-0.13041,10.1152,0.23104,5
288.64301,138.42,-0.12785,10.11713,0.23094,5
288.453,138.4325,-0.12843,10.1152,0.23084,5
288.26999,138.44501,-0.12953,10.11617,0.23074,5
288.08701,138.4575,-0.12906,10.11617,0.23065,5
287.897,138.47,-0.12807,10.11617,0.23054,5
287.70901,138.4825,-0.12655,10.11617,0.23044,5
287.50299,138.495,-0.12714,10.1152,0.23033,5
287.32999,138.50751,-0.12719,10.11423,0.23024,5
287.134,138.52,-0.12988,10.11326,0.23013,5
286.95001,138.5325,-0.13046,10.11229,0.23003,5
286.755,138.545,-0.12683,10.11229,0.22993,5
286.573,138.5575,-0.12636,10.11229,0.22983,5
286.37201,138.57001,-0.12695,10.11229,0.22972,5
286.19101,138.5825,-0.12806,10.11229,0.22962,5
286.008,138.595,-0.13233,10.11229,0.22952,5
285.815,138.6075,-0.1287,10.11326,0.22942,5
285.62701,138.62,-0.13034,10.1152,0.22932,5
285.45001,138.63251,-0.12828,10.1152,0.22922,5
285.25299,138.645,-0.12623,10.11616,0.22912,5
285.07599,138.6575,-0.12839,10.1181,0.22902,5
284.884,138.67,-0.12898,10.1181,0.22892,5
284.698,138.6825,-0.12692,10.11907,0.22882,5
284.51099,138.69501,-0.12539,10.1181,0.22871,5
284.32901,138.7075,-0.12544,10.11811,0.22862,5
284.13599,138.72,-0.12444,10.11714,0.22851,5
283.95599,138.7325,-0.12397,10.11423,0.22841,5
283.763,138.745,-0.12402,10.1123,0.22831,5
283.582,138.75751,-0.12408,10.10842,0.22821,5
283.396,138.77,-0.12307,10.10843,0.22811,5
283.20999,138.7825,-0.12366,10.10745,0.228,5
283.03,138.795,-0.1253,10.10648,0.22791,5
282.83401,138.8075,-0.12217,10.10648,0.2278,5
282.64899,138.82001,-0.12648,10.10551,0.2277,5
282.45599,138.8325,-0.12335,10.10552,0.2276,5
282.27301,138.845,-0.12606,10.10552,0.2275,5
282.09,138.8575,-0.12399,10.10552,0.2274,5
281.91101,138.87,-0.12457,10.10552,0.2273,5
281.724,138.88251,-0.1241,10.10552,0.2272,5
281.52701,138.895,-0.12042,10.10455,0.22709,5
281.35599,138.9075,-0.11941,10.10455,0.227,5
281.164,138.92,-0.1216,10.10455,0.2269,5
280.983,138.9325,-0.12218,10.10455,0.2268,5
280.80701,138.94501,-0.1233,10.10552,0.2267,5
280.62201,138.9575,-0.12015,10.10552,0.2266,5
280.43799,138.97,-0.12074,10.10552,0.2265,5
280.25299,138.9825,-0.12293,10.10649,0.2264,5
280.06699,138.995,-0.12138,10.10842,0.2263,5
279.883,139.00751,-0.12197,10.10939,0.2262,5
279.68701,139.02,-0.12096,10.11133,0.22609,5
279.51099,139.0325,-0.12476,10.11229,0.22599,5
279.327,139.045,-0.12214,10.11423,0.22589,5
279.14899,139.0575,-0.12433,10.1152,0.22579,5
278.97101,139.07001,-0.11956,10.11616,0.2257,5
278.789,139.0825,-0.12122,10.11616,0.2256,5
278.603,139.095,-0.12342,10.11616,0.22549,5
278.41699,139.1075,-0.1267,10.11713,0.22539,5
278.23199,139.12,-0.12515,10.11616,0.22529,5
278.06299,139.13251,-0.12412,10.11519,0.2252,5
277.86899,139.145,-0.1258,10.1152,0.22509,5
277.68701,139.1575,-0.12209,10.11423,0.22499,5
277.51199,139.17,-0.12321,10.11326,0.2249,5
277.32401,139.1825,-0.11681,10.11326,0.22479,5
277.14499,139.19501,-0.12063,10.11229,0.2247,5
276.96399,139.2075,-0.12338,10.11132,0.2246,5
276.78201,139.22,-0.11912,10.11036,0.2245,5
276.604,139.2325,-0.11864,10.11036,0.2244,5
276.41901,139.245,-0.11977,10.11036,0.2243,5
276.242,139.25751,-0.12036,10.11036,0.2242,5
276.05499,139.27,-0.11933,10.11036,0.2241,5
275.87799,139.2825,-0.11993,10.10939,0.224,5
275.70401,139.295,-0.11944,10.11036,0.2239,5
275.51099,139.3075,-0.12274,10.11132,0.2238,5
275.33701,139.32001,-0.12063,10.11132,0.2237,5
275.15799,139.3325,-0.12068,10.11229,0.2236,5
274.98001,139.345,-0.12452,10.11229,0.2235,5
274.802,139.3575,-0.12025,10.11229,0.2234,5
274.616,139.37,-0.12193,10.11229,0.2233,5
274.435,139.38251,-0.12252,10.11229,0.2232,5
274.258,139.395,-0.12366,10.11326,0.22311,5
274.082,139.4075,-0.12209,10.11326,0.22301,5
273.896,139.42,-0.1178,10.11423,0.22291,5
273.72299,139.4325,-0.1222,10.11423,0.22281,5
273.53699,139.44501,-0.12388,10.11423,0.22271,5
273.36401,139.4575,-0.11904,10.11327,0.22261,5
273.181,139.47,-0.12127,10.11423,0.22251,5
273.00299,139.4825,-0.12133,10.11326,0.22241,5
272.82501,139.495,-0.12465,10.11326,0.22231,5
272.642,139.50751,-0.12089,10.11423,0.22221,5
272.46799,139.52,-0.11876,10.11423,0.22212,5
272.293,139.5325,-0.12045,10.11423,0.22202,5
272.112,139.545,-0.12269,10.11326,0.22192,5
271.939,139.5575,-0.12001,10.11326,0.22182,5
271.741,139.57001,-0.11898,10.11326,0.22171,5
271.58401,139.5825,-0.12012,10.11423,0.22163,5
271.39899,139.595,-0.11854,10.11423,0.22152,5
271.216,139.6075,-0.12187,10.1152,0.22142,5
271.05301,139.62,-0.12411,10.11423,0.22133,5
270.87299,139.63251,-0.12088,10.11423,0.22123,5
270.68701,139.645,-0.11765,10.11327,0.22113,5
270.50699,139.6575,-0.1188,10.11326,0.22102,5
270.34,139.67,-0.11776,10.11326,0.22093,5
270.16599,139.6825,-0.1189,10.11229,0.22084,5
269.983,139.69501,-0.11951,10.11229,0.22074,5
269.80399,139.7075,-0.11901,10.11229,0.22063,5
269.62601,139.72,-0.11797,10.11229,0.22054,5
269.453,139.7325,-0.11692,10.11132,0.22044,5
269.27701,139.745,-0.11862,10.11133,0.22034,5
269.104,139.75751,-0.11922,10.11133,0.22024,5
268.92001,139.77,-0.11983,10.11133,0.22014,5
268.74399,139.7825,-0.11768,10.11133,0.22005,5
268.582,139.795,-0.11553,10.11036,0.21996,5
268.396,139.8075,-0.11779,10.10939,0.21985,5
268.22198,139.82001,-0.11729,10.10842,0.21976,5
268.048,139.8325,-0.11844,10.10842,0.21966,5
267.871,139.845,-0.11849,10.10746,0.21956,5
267.69199,139.8575,-0.11745,10.10649,0.21946,5
267.522,139.87,-0.1175,10.10746,0.21936,5
267.34698,139.88251,-0.1192,10.10649,0.21927,5
267.16699,139.895,-0.11484,10.10745,0.21917,5
266.99301,139.9075,-0.11765,10.10745,0.21907,5
266.82001,139.92,-0.1166,10.10745,0.21897,5
266.65601,139.9325,-0.11997,10.10842,0.21888,5
266.478,139.94501,-0.11338,10.10939,0.21878,5
266.30399,139.9575,-0.11454,10.10939,0.21868,5
266.12601,139.97,-0.1157,10.10939,0.21858,5
265.95801,139.9825,-0.11741,10.11036,0.21849,5
265.78799,139.995,-0.11691,10.11035,0.2184,5
265.60901,140.00751,-0.11364,10.11036,0.21829,5
265.435,140.02,-0.11646,10.11036,0.2182,5
265.26199,140.0325,-0.1154,10.11133,0.2181,5
265.08401,140.045,-0.11768,10.1123,0.218,5
264.914,140.0575,-0.11551,10.11326,0.21791,5
264.742,140.07001,-0.11222,10.11423,0.21781,5
264.564,140.0825,-0.1145,10.11423,0.21771,5
264.39401,140.095,-0.11677,10.1152,0.21761,5
264.215,140.1075,-0.11905,10.1152,0.21751,5
264.04401,140.12,-0.11799,10.1152,0.21742,5
263.87399,140.13251,-0.11192,10.1152,0.21732,5
263.711,140.145,-0.10807,10.11423,0.21723,5
263.52499,140.1575,-0.11369,10.11326,0.21713,5
263.358,140.17,-0.1143,10.11229,0.21703,5
263.18301,140.1825,-0.11602,10.11132,0.21693,5
263.01501,140.19501,-0.11328,10.11035,0.21684,5
262.84799,140.2075,-0.11389,10.10939,0.21675,5
262.672,140.22,-0.11171,10.10842,0.21665,5
262.49399,140.2325,-0.11176,10.10649,0.21655,5
262.32999,140.245,-0.11069,10.10552,0.21645,5
262.159,140.25751,-0.11298,10.10358,0.21636,5
261.98901,140.27,-0.11303,10.10261,0.21626,5
261.819,140.2825,-0.11364,10.10067,0.21617,5
261.642,140.295,-0.11201,10.09971,0.21607,5
261.47501,140.3075,-0.11262,10.09874,0.21597,5
261.30099,140.32001,-0.11099,10.09777,0.21587,5
261.13101,140.3325,-0.11216,10.09681,0.21578,5
260.957,140.345,-0.1094,10.0968,0.21568,5
260.79199,140.3575,-0.10889,10.09777,0.21559,5
260.62399,140.37,-0.10894,10.09971,0.21549,5
260.44601,140.38251,-0.11011,10.10067,0.21539,5
260.27399,140.395,-0.11072,10.10261,0.2153,5
260.11899,140.4075,-0.11077,10.10551,0.21521,5
259.94101,140.42,-0.10913,10.10649,0.21511,5
259.771,140.4325,-0.10862,10.10649,0.21501,5
259.60001,140.44501,-0.10867,10.10843,0.21491,5
259.422,140.4575,-0.10872,10.10746,0.21481,5
259.259,140.47,-0.1082,10.10746,0.21472,5
259.09299,140.4825,-0.10994,10.10746,0.21463,5
258.92801,140.495,-0.11055,10.10746,0.21454,5
258.758,140.50751,-0.10891,10.10649,0.21444,5
258.58499,140.52,-0.10839,10.10746,0.21434,5
258.422,140.5325,-0.10731,10.10842,0.21425,5
258.24899,140.545,-0.10793,10.10842,0.21415,5
258.09201,140.5575,-0.1091,10.10745,0.21406,5
257.90799,140.57001,-0.10802,10.10842,0.21395,5
257.742,140.5825,-0.10807,10.10842,0.21386,5
257.57401,140.595,-0.10416,10.10842,0.21377,5
257.401,140.6075,-0.1059,10.10842,0.21367,5
257.23901,140.62,-0.10991,10.10939,0.21358,5
257.08099,140.63251,-0.10826,10.11036,0.21349,5
256.90701,140.645,-0.10945,10.11229,0.21339,5
256.74301,140.6575,-0.10779,10.11423,0.2133,5
256.57101,140.67,-0.10841,10.1181,0.2132,5
256.40302,140.6825,-0.10846,10.12295,0.2131,5
256.233,140.69501,-0.1051,10.12585,0.21301,5
256.069,140.7075,-0.10514,10.12875,0.21292,5
255.903,140.72,-0.10633,10.13359,0.21282,5
255.743,140.7325,-0.10353,10.13553,0.21273,5
255.577,140.745,-0.10243,10.13649,0.21264,5
255.407,140.75751,-0.10533,10.13649,0.21254,5
255.24899,140.77,-0.10423,10.13746,0.21245,5
255.075,140.7825,-0.10599,10.13649,0.21235,5
254.90401,140.795,-0.10547,10.13649,0.21225,5
254.74001,140.8075,-0.1038,10.13649,0.21216,5
254.569,140.82001,-0.10785,10.13649,0.21206,5
254.408,140.8325,-0.10847,10.13553,0.21197,5
254.239,140.845,-0.1068,10.13456,0.21188,5
254.07001,140.8575,-0.10342,10.1336,0.21178,5
253.905,140.87,-0.10004,10.13166,0.21168,5
253.743,140.88251,-0.10179,10.13069,0.21159,5
253.571,140.895,-0.10184,10.12972,0.2115,5
253.422,140.9075,-0.1036,10.12875,0.21141,5
253.244,140.92,-0.10193,10.12779,0.21131,5
253.084,140.9325,-0.10427,10.12682,0.21122,5
252.91,140.94501,-0.10145,10.12488,0.21112,5
252.74899,140.9575,-0.10321,10.12391,0.21103,5
252.58501,140.97,-0.10097,10.12294,0.21093,5
252.41701,140.9825,-0.10101,10.12294,0.21084,5
252.256,140.995,-0.10106,10.12197,0.21075,5
252.089,141.00751,-0.10053,10.12197,0.21065,5
251.922,141.02,-0.1023,10.121,0.21056,5
251.759,141.0325,-0.10062,10.121,0.21046,5
251.60001,141.045,-9.95E-02,10.12197,0.21037,5
251.442,141.0575,-9.90E-02,10.12198,0.21028,5
251.274,141.07001,-0.10017,10.12295,0.21019,5
251.12,141.0825,-9.96E-02,10.12391,0.2101,5
250.951,141.095,-0.10141,10.12585,0.21,5
250.78799,141.1075,-9.45E-02,10.12778,0.20991,5
250.625,141.12,-9.23E-02,10.12875,0.20982,5
250.46001,141.13251,-9.52E-02,10.12875,0.20972,5
250.29401,141.145,-9.70E-02,10.12875,0.20963,5
250.12801,141.1575,-9.99E-02,10.12875,0.20953,5
249.96201,141.17,-9.94E-02,10.12875,0.20944,5
249.797,141.1825,-0.10058,10.12875,0.20934,5
249.63699,141.19501,-9.83E-02,10.12778,0.20925,5
249.483,141.2075,-0.10066,10.12778,0.20916,5
249.319,141.22,-9.96E-02,10.12681,0.20907,5
249.14999,141.2325,-9.73E-02,10.12585,0.20897,5
248.996,141.245,-9.96E-02,10.12585,0.20889,5
248.834,141.25751,-0.10142,10.12488,0.20879,5
248.668,141.27,-9.86E-02,10.12391,0.2087,5
248.50101,141.2825,-9.57E-02,10.12198,0.2086,5
248.343,141.295,-9.52E-02,10.12004,0.20851,5
248.189,141.3075,-9.35E-02,10.11714,0.20842,5
248.021,141.32001,-9.76E-02,10.11326,0.20833,5
247.86301,141.3325,-9.30E-02,10.11036,0.20824,5
247.703,141.345,-9.42E-02,10.10842,0.20814,5
247.535,141.3575,-9.19E-02,10.10552,0.20805,5
247.377,141.37,-9.31E-02,10.10455,0.20796,5
247.213,141.38251,-9.43E-02,10.10358,0.20786,5
247.05499,141.395,-9.38E-02,10.10164,0.20777,5
246.89799,141.4075,-9.21E-02,10.10164,0.20768,5
246.73399,141.42,-9.44E-02,10.10067,0.20759,5
246.573,141.4325,-9.21E-02,10.10067,0.2075,5
246.42101,141.44501,-9.39E-02,10.10067,0.20741,5
246.25101,141.4575,-9.22E-02,10.10067,0.20731,5
246.095,141.47,-9.05E-02,10.10067,0.20722,5
245.933,141.4825,-9.00E-02,10.10067,0.20713,5
245.77699,141.495,-9.18E-02,10.10164,0.20704,5
245.61301,141.50751,-9.30E-02,10.10262,0.20695,5
245.46201,141.52,-9.24E-02,10.10649,0.20686,5
245.287,141.5325,-8.78E-02,10.10939,0.20676,5
245.12801,141.545,-8.84E-02,10.1123,0.20667,5
244.98199,141.5575,-9.02E-02,10.1181,0.20658,5
244.828,141.57001,-8.85E-02,10.12294,0.20649,5
244.65199,141.5825,-9.03E-02,10.12585,0.20639,5
244.507,141.595,-8.74E-02,10.12778,0.20631,5
244.33701,141.6075,-8.74E-02,10.13165,0.20621,5
244.181,141.62,-8.75E-02,10.13262,0.20612,5
244.02699,141.63251,-8.81E-02,10.13456,0.20603,5
243.864,141.645,-8.76E-02,10.13552,0.20594,5
243.692,141.6575,-8.82E-02,10.13456,0.20584,5
243.554,141.67,-8.76E-02,10.13553,0.20576,5
243.379,141.6825,-8.65E-02,10.13456,0.20566,5
243.237,141.69501,-8.71E-02,10.13359,0.20558,5
243.065,141.7075,-8.72E-02,10.13262,0.20548,5
242.91701,141.72,-8.95E-02,10.13262,0.2054,5
242.755,141.7325,-8.96E-02,10.13069,0.2053,5
242.601,141.745,-8.73E-02,10.12875,0.20521,5
242.448,141.75751,-8.79E-02,10.12681,0.20513,5
242.287,141.77,-8.62E-02,10.12584,0.20503,5
242.12801,141.7825,-8.62E-02,10.12487,0.20494,5
241.968,141.795,-8.98E-02,10.12391,0.20485,5
241.80499,141.8075,-8.63E-02,10.12294,0.20475,5
241.653,141.82001,-8.69E-02,10.12101,0.20467,5
241.498,141.8325,-8.46E-02,10.12004,0.20458,5
