,char_GF_23_06_10.csv,char_GF_24_06_10.csv,char_GF_reground_25_10_10.csv,char_LF_24_06_10.csv,char_LF_24_06_10again.csv,char_LF_reground_22_10_10.csv,char_NF_23_06_10.csv,char_NF_24_06_10.csv,char_NF_reground_2_11_10.csv,char_GB_reground_1_11_10.csv,char_N2_reground_2_11_10.csv,char_GD_30_06_10.csv,char_GD_30_06_10_again.csv,char_QD_30_06_10.csv
470,0.162197144401457,0.160871075975736,0.177319568194902,0.0604682214006908,0.0616663811431659,0.0644022998153263,0.0653694046835251,0.0679664887821929,0.0672298200232204,0.0207400054892584,0.0175361263107452,0.0302604048664869,0.0302604048664869,0.0207393650264351
480,0.199374017416851,0.193630291739885,0.225915981521046,0.069200098504426,0.0725285284416826,0.0745668515134336,0.0743315640888176,0.0767611173652558,0.0781303954562281,0.0232981865839105,0.0210185209057381,0.0375234569732057,0.0375234569732057,0.0253762830139648
490,0.250758567866001,0.244185869115739,0.298963645287601,0.0793257115856702,0.0773210903657787,0.0876209122451123,0.0861093167380066,0.0896994934461375,0.0923502540222001,0.0292425371689264,0.0253339250566858,0.0462973452541228,0.0462973452541228,0.0310646072247254
500,0.335266119730153,0.311148183667836,0.430478104195603,0.0973835730611977,0.0951060068896407,0.105800766619642,0.103209527107656,0.106581627449984,0.112634050315458,0.0356895195115362,0.0311015657896563,0.0567019664955189,0.0567019664955189,0.0380022641999906
510,0.495836251944587,0.448869216911332,0.737836881777252,0.11282240180067,0.112860096118519,0.131185154126685,0.126815253478696,0.131445022781635,0.138971022335865,0.0497195289214409,0.0383876635745233,0.0695475571058011,0.0695475571058011,0.0533177408102076
520,0.893278947463751,0.787358101515491,2.34912811863658,0.138504853167709,0.141477767097307,0.164091862340963,0.155745712155179,0.165586659195719,0.175805322740407,0.0546788682786677,0.0483592625385591,0.0844444276472614,0.0844444276472614,0.057850539194236
530,1.58727971390617,1.70975147486973,-0.464723515356091,0.170119633014057,0.174742120757228,0.211261391968629,0.194706002481971,0.210127084579753,0.224505459975172,0.0678800084394465,0.0605303354533286,0.102232298500543,0.102232298500543,0.0702354753641867
540,0.17251706367232,0.379463015992268,-0.066205321107739,0.220551398794937,0.218594456151228,0.273835645327047,0.248630350219066,0.275639529369332,0.292187794312247,0.0849310819280805,0.077539700270594,0.125054374367077,0.125054374367077,0.0870217490280495
550,0.0788663424627476,0.141892494027046,-0.0521170955319234,0.288072974372714,0.287522855612752,0.380522461205356,0.329518625089835,0.372070959988602,0.399567864501763,0.106382770624871,0.101098649252416,0.156883069043515,0.156883069043515,0.106685355392094
560,0.31382033469873,0.0598247400027549,-0.0243259765809828,0.401647601070841,0.418012847273239,0.592960875874318,0.482072654546989,0.579716625525093,0.635986891153478,0.133615120885019,0.128632806507192,0.200979394778061,0.200979394778061,0.152449747366638
570,0.209110423980094,-0.113285823869776,-0.0404043640997145,0.679399066837402,0.682631197439102,1.33239639196836,0.869730472642044,1.2503937579663,1.58014651754711,0.168840230545168,0.16074504468907,0.257513065613987,0.257513065613987,0.183829650251436
580,0.15122803265947,-0.097226714432742,-0.0320674385776967,1.75256739105701,1.73898470022584,-3.85338025931809,3.9558988540552,3.08130956524905,-2.33498485253912,0.216403982574528,0.202374807381937,0.340405250424388,0.340405250424388,0.251446780602342
590,0.25274342089469,0.155700463315907,-0.05112208545045,-0.0204072077139594,0.537230128178281,-0.0329852524582542,-1.93487206540722,0.0649191614497897,-0.258042916059176,0.286501604062192,0.266588526007351,0.497157257734531,0.497157257734531,0.354888769834094
600,0.829011661451442,0.566226760755255,-0.0905577767560407,-0.263147157740721,1.62412543557092,-0.088853089981823,-1.32267598069744,1.40357382847819,-0.518500682480779,0.393401368487327,0.339654905660469,0.927205496401886,0.927205496401886,0.535938717139577
